CustomerID,CustomerName,Gender,Age,City,State,Country,CustomerSegment,JoinDate
CUST00079,Isha Verma,FEMALE,62,Mumbai,Tamil Nadu,India,Corporate,2020-11-17
CUST00080,Vivaan Mehta,,45,Bangalore,Gujarat,India,Corporate,2020-01-12
CUST00081,Dhruvi Patel,,53,Ahmedabad,Tamil Nadu,India,Wholesale,2020-08-05
CUST00082,Sneha Kapoor,Female,26,Delhi,Telangana,India,Corporate,2024-02-17
CUST00083,Dhruvi Joshi,Male,43,Pune,Gujarat,India,Wholesale,2023-04-10
CUST00084,Meera Patel,Male,50,Surat,Telangana,India,Corporate,2024-03-13
CUST00085,Yash Agarwal,FEMALE,53,Ahmedabad,Gujarat,India,Wholesale,2025-05-13
CUST00086,Neha Agarwal,Female,29,Delhi,Karnataka,India,Wholesale,2025-12-19
CUST00087,Riya Agarwal,FEMALE,28,Chennai,Maharashtra,India,Retail,2025-02-05
CUST00088,Rohan Gupta,FEMALE,52,Delhi,Karnataka,India,Corporate,2021-04-24
CUST00089,Riya Shah,FEMALE,36,Chennai,Karnataka,India,Corporate,2021-06-19
CUST00090,Diya Gupta,,71,Delhi,Maharashtra,India,Retail,2023-03-17
CUST00091,Priya Singh,Female,32,Hyderabad,Tamil Nadu,India,Retail,2022-01-06
CUST00092,Neha Shah,Female,58,Hyderabad,Delhi,India,Wholesale,2023-07-21
CUST00093,Ananya Agarwal, male ,29,Chennai,Telangana,India,Corporate,2024-10-23
CUST00094,Priya Desai,FEMALE,29,Pune,Karnataka,India,Corporate,2025-02-04
CUST00095,Neha Joshi,FEMALE,33,Hyderabad,Tamil Nadu,India,Retail,2025-09-17
CUST00096,Isha Patel,FEMALE,44,Pune,Delhi,India,Retail,2023-12-21
CUST00097,Riya Shah,FEMALE,47,Delhi,Tamil Nadu,India,Retail,2025-05-13
CUST00098,Rahul Agarwal,Male,55,Ahmedabad,Telangana,India,Retail,2022-02-26
CUST00099,Rahul Patel,Female,43,Hyderabad,Delhi,India,Corporate,2023-05-18
CUST00100,Rahul Joshi,FEMALE,34,Pune,Delhi,India,Retail,2022-06-20
CUST00101,Priya Shah,Female,43,Mumbai,Telangana,India,Retail,2022-01-04
CUST00102,Neha Shah,,39,Mumbai,Karnataka,India,Wholesale,2025-11-17
CUST00103,Neha Agarwal,FEMALE,26,Surat,Karnataka,India,Corporate,2021-06-14
CUST00104,Diya Mehta,Female,54,Mumbai,Gujarat,India,Corporate,2021-05-28
CUST00105,Diya Mehta,,52,Pune,Telangana,India,Corporate,2022-11-28
CUST00106,Nidhi Kapoor, male ,66,Bangalore,Delhi,India,Wholesale,2020-01-25
CUST00107,Isha Patel,FEMALE,35,Pune,Delhi,India,Retail,2023-07-05
CUST00108,Ananya Singh,,37,Pune,Maharashtra,India,Retail,2020-08-07
CUST00109,Nidhi Gupta,FEMALE,66,Pune,Telangana,India,Wholesale,2020-06-04
CUST00110,Isha Desai,Female,40,Surat,Delhi,India,Corporate,2021-08-02
CUST00111,Riya Mehta,,65,Pune,Tamil Nadu,India,Retail,2025-05-22
CUST00112,Aarav Singh,Male,32,Ahmedabad,Karnataka,India,Wholesale,2021-10-14
CUST00113,Nidhi Gupta,,22,Surat,Telangana,India,Wholesale,2025-07-23
CUST00114,Arjun Patel,Male,63,Delhi,Tamil Nadu,India,Corporate,2021-07-26
CUST00115,Sneha Kapoor,,52,Surat,Karnataka,India,Corporate,2024-03-02
CUST00116,Sneha Verma,FEMALE,51,Hyderabad,Tamil Nadu,India,Retail,2025-06-15
CUST00117,Neha Gupta,Male,69,Pune,Maharashtra,India,Corporate,2025-09-24
CUST00118,Rahul Kapoor,Female,18,Mumbai,Tamil Nadu,India,Corporate,2021-10-12
CUST00119,Neha Desai,,57,Surat,Tamil Nadu,India,Retail,2020-04-01
CUST00120,Yash Verma,Female,47,Hyderabad,Delhi,India,Corporate,2023-03-14
CUST00121,Vivaan Verma,Male,55,Mumbai,Telangana,India,Retail,2022-11-27
CUST00122,Isha Agarwal,FEMALE,67,Surat,Delhi,India,Wholesale,2020-09-05
CUST00123,Ananya Mehta,,41,Chennai,Tamil Nadu,India,Corporate,2025-09-23
CUST00124,Diya Verma,Female,45,Delhi,Gujarat,India,Wholesale,2020-09-13
CUST00125,Sneha Shah,FEMALE,65,Mumbai,Telangana,India,Retail,2025-02-20
CUST00126,Kavya Shah,,20,Surat,Maharashtra,India,Retail,2021-05-16
CUST00127,Ananya Agarwal,,26,Pune,Telangana,India,Retail,2022-11-30
CUST00128,Neha Patel,,47,Chennai,Maharashtra,India,Corporate,2021-12-17
CUST00129,Isha Patel,Female,65,Mumbai,Karnataka,India,Corporate,2023-12-18
CUST00130,Isha Joshi,,40,Ahmedabad,Maharashtra,India,Corporate,2021-04-19
CUST00131,Arjun Kapoor,,71,Delhi,Tamil Nadu,India,Corporate,2022-02-07
CUST00132,Neha Desai,FEMALE,71,Bangalore,Gujarat,India,Corporate,2021-01-24
CUST00133,Dhruvi Joshi,,72,Hyderabad,Telangana,India,Wholesale,2023-07-06
CUST00134,Dhruvi Singh,FEMALE,21,Chennai,Gujarat,India,Corporate,2023-09-03
CUST00135,Sneha Desai,Male,73,Hyderabad,Tamil Nadu,India,Corporate,2024-12-05
CUST00136,Dhruvi Agarwal,,41,Hyderabad,Telangana,India,Retail,2020-12-11
CUST00137,Ananya Gupta,,36,Delhi,Telangana,India,Retail,2025-11-10
CUST00138,Vivaan Mehta,,47,Hyderabad,Maharashtra,India,Corporate,2021-04-05
CUST00139,Arjun Patel,,62,Chennai,Karnataka,India,Wholesale,2022-07-17
CUST00140,Meera Kapoor,,18,Surat,Delhi,India,Retail,2020-06-03
CUST00141,Rohan Kapoor,Male,46,Mumbai,Maharashtra,India,Retail,2023-07-04
CUST00142,Diya Patel,Male,42,Hyderabad,Karnataka,India,Retail,2021-06-09
CUST00143,Nidhi Agarwal,Female,61,Bangalore,Telangana,India,Wholesale,2020-10-07
CUST00144,Rohan Gupta,Male,67,Surat,Maharashtra,India,Retail,2021-11-01
CUST00145,Sneha Desai,Male,73,Pune,Telangana,India,Corporate,2024-03-31
CUST00146,Vivaan Kapoor,,64,Delhi,Telangana,India,Wholesale,2020-04-11
CUST00147,Riya Singh, male ,52,Bangalore,Tamil Nadu,India,Retail,2023-04-06
CUST00148,Kavya Singh, male ,60,Ahmedabad,Karnataka,India,Wholesale,2022-02-22
CUST00149,Aarav Gupta,,32,Ahmedabad,Maharashtra,India,Retail,2021-10-30
CUST00150,Isha Desai,,72,Ahmedabad,Maharashtra,India,Wholesale,2023-12-08
CUST00151,Aditya Joshi,Male,69,Surat,Karnataka,India,Retail,2020-07-15
CUST00152,Kavya Mehta,Female,38,Surat,Delhi,India,Retail,2021-06-10
CUST00153,Meera Gupta,Male,22,Mumbai,Karnataka,India,Wholesale,2022-08-07
CUST00154,Meera Patel, male ,67,Pune,Karnataka,India,Corporate,2024-05-06
CUST00155,Aarav Kapoor,,68,Chennai,Tamil Nadu,India,Retail,2023-04-23
CUST00156,Yash Desai,,72,Hyderabad,Telangana,India,Retail,2025-02-03
CUST00157,Vivaan Joshi,Female,41,Ahmedabad,Maharashtra,India,Retail,2023-11-17
CUST00158,Riya Mehta, male ,35,Surat,Gujarat,India,Corporate,2021-10-16
CUST00159,Riya Desai,FEMALE,31,Mumbai,Tamil Nadu,India,Corporate,2023-06-12
CUST00160,Kavya Kapoor,Female,23,Ahmedabad,Tamil Nadu,India,Retail,2020-08-23
CUST00161,Dhruvi Desai,,63,Bangalore,Delhi,India,Wholesale,2022-06-10
CUST00162,Kavya Agarwal,,35,Hyderabad,Delhi,India,Corporate,2023-05-22
CUST00163,Aditya Shah,FEMALE,45,Pune,Delhi,India,Retail,2023-07-11
CUST00164,Dhruvi Singh,Female,69,Hyderabad,Karnataka,India,Wholesale,2023-11-08
CUST00165,Diya Agarwal,Female,50,Surat,Telangana,India,Wholesale,2025-11-21
CUST00166,Ananya Desai,Male,71,Chennai,Delhi,India,Corporate,2021-05-10
CUST00167,Riya Shah,Female,62,Surat,Tamil Nadu,India,Corporate,2020-05-01
CUST00168,Isha Verma,FEMALE,37,Mumbai,Delhi,India,Corporate,2025-10-31
CUST00169,Dhruvi Shah,Female,56,Bangalore,Maharashtra,India,Retail,2023-09-20
CUST00170,Vivaan Singh,Male,50,Mumbai,Maharashtra,India,Wholesale,2020-08-03
CUST00171,Meera Verma,,46,Bangalore,Gujarat,India,Wholesale,2021-02-23
CUST00172,Riya Gupta,Female,41,Ahmedabad,Telangana,India,Retail,2021-12-26
CUST00173,Rohan Kapoor, male ,49,Delhi,Gujarat,India,Corporate,2023-12-22
CUST00174,Rohan Desai,,37,Bangalore,Maharashtra,India,Retail,2024-12-15
CUST00175,Rahul Desai, male ,30,Delhi,Delhi,India,Wholesale,2022-12-10
CUST00176,Vivaan Desai, male ,24,Chennai,Tamil Nadu,India,Retail,2024-10-24
CUST00177,Rahul Shah,,34,Bangalore,Maharashtra,India,Retail,2020-07-10
CUST00178,Isha Patel,Female,45,Bangalore,Karnataka,India,Wholesale,2022-10-03
CUST00179,Aarav Verma,FEMALE,62,Mumbai,Delhi,India,Wholesale,2023-11-22
CUST00180,Neha Agarwal, male ,21,Ahmedabad,Karnataka,India,Retail,2025-08-07
CUST00181,Aarav Patel,FEMALE,54,Pune,Telangana,India,Retail,2020-02-11
CUST00182,Priya Verma,Female,70,Surat,Karnataka,India,Retail,2020-06-01
CUST00183,Kavya Mehta,Female,50,Mumbai,Maharashtra,India,Retail,2022-07-16
CUST00184,Kavya Shah,FEMALE,65,Delhi,Telangana,India,Wholesale,2021-04-07
CUST00185,Kavya Gupta,FEMALE,65,Pune,Karnataka,India,Retail,2025-11-24
CUST00186,Rahul Agarwal, male ,60,Mumbai,Karnataka,India,Corporate,2025-10-04
CUST00187,Aarav Gupta,,18,Ahmedabad,Telangana,India,Retail,2024-08-01
CUST00188,Rohan Kapoor,Male,38,Mumbai,Tamil Nadu,India,Corporate,2024-10-09
CUST00189,Priya Verma,FEMALE,67,Surat,Karnataka,India,Retail,2022-12-02
CUST00190,Priya Agarwal, male ,46,Pune,Gujarat,India,Wholesale,2022-08-06
CUST00191,Meera Verma,FEMALE,51,Delhi,Delhi,India,Retail,2021-02-22
CUST00192,Diya Desai,,72,Chennai,Gujarat,India,Corporate,2023-09-20
CUST00193,Isha Shah, male ,43,Delhi,Gujarat,India,Wholesale,2020-06-18
CUST00194,Nidhi Patel, male ,53,Chennai,Gujarat,India,Retail,2024-01-26
CUST00195,Kavya Mehta,FEMALE,68,Chennai,Karnataka,India,Retail,2024-06-01
CUST00196,Nidhi Shah,Female,62,Bangalore,Karnataka,India,Retail,2021-05-02
CUST00197,Rohan Shah,FEMALE,46,Hyderabad,Delhi,India,Retail,2022-03-09
CUST00198,Dhruvi Gupta,Female,36,Mumbai,Gujarat,India,Wholesale,2023-08-17
CUST00199,Diya Singh,FEMALE,46,Hyderabad,Tamil Nadu,India,Corporate,2020-04-23
CUST00200,Aarav Kapoor,FEMALE,36,Delhi,Tamil Nadu,India,Retail,2020-10-25
CUST00201,Riya Gupta,FEMALE,27,Chennai,Maharashtra,India,Retail,2024-05-25
CUST00202,Kavya Gupta,,69,Mumbai,Maharashtra,India,Retail,2020-12-08
CUST00203,Rahul Verma,FEMALE,46,Chennai,Telangana,India,Wholesale,2023-08-24
CUST00204,Vivaan Shah,Male,63,Chennai,Telangana,India,Retail,2024-01-30
CUST00205,Riya Shah,Male,74,Delhi,Delhi,India,Corporate,2021-06-10
CUST00206,Neha Shah,,70,Bangalore,Maharashtra,India,Corporate,2020-02-03
CUST00207,Rahul Verma,,56,Ahmedabad,Tamil Nadu,India,Corporate,2025-04-23
CUST00208,Yash Verma,,27,Hyderabad,Delhi,India,Wholesale,2023-03-01
CUST00209,Rohan Kapoor,Male,70,Pune,Telangana,India,Wholesale,2025-08-09
CUST00210,Rohan Patel,Male,21,Bangalore,Tamil Nadu,India,Retail,2025-06-17
CUST00211,Yash Shah,,71,Delhi,Maharashtra,India,Retail,2022-09-13
CUST00212,Neha Patel,Female,26,Surat,Karnataka,India,Wholesale,2021-10-30
CUST00213,Arjun Mehta, male ,23,Mumbai,Telangana,India,Retail,2025-11-27
CUST00214,Priya Kapoor,,29,Delhi,Tamil Nadu,India,Wholesale,2022-05-29
CUST00215,Meera Desai,Female,36,Chennai,Telangana,India,Corporate,2024-11-11
CUST00216,Isha Patel,,65,Pune,Tamil Nadu,India,Corporate,2021-08-26
CUST00217,Vivaan Mehta,,55,Mumbai,Maharashtra,India,Retail,2023-06-16
CUST00218,Arjun Kapoor,Female,47,Surat,Delhi,India,Wholesale,2025-01-26
CUST00219,Aditya Mehta,FEMALE,29,Mumbai,Gujarat,India,Corporate,2023-11-15
CUST00220,Vivaan Gupta,,42,Ahmedabad,Telangana,India,Corporate,2023-03-06
CUST00221,Dhruvi Desai, male ,52,Surat,Gujarat,India,Retail,2020-05-21
CUST00222,Priya Desai, male ,33,Bangalore,Tamil Nadu,India,Corporate,2021-07-09
CUST00223,Meera Gupta,,51,Ahmedabad,Maharashtra,India,Retail,2021-07-25
CUST00224,Rohan Shah,FEMALE,40,Chennai,Maharashtra,India,Retail,2020-10-23
CUST00225,Aarav Joshi,Male,18,Surat,Delhi,India,Corporate,2025-12-22
CUST00226,Neha Verma,FEMALE,46,Pune,Delhi,India,Retail,2020-03-08
CUST00227,Sneha Desai,FEMALE,48,Delhi,Gujarat,India,Corporate,2025-11-06
CUST00228,Vivaan Patel, male ,35,Hyderabad,Karnataka,India,Corporate,2025-02-04
CUST00229,Diya Shah,,69,Ahmedabad,Maharashtra,India,Retail,2021-12-08
CUST00230,Arjun Desai,Female,74,Surat,Gujarat,India,Wholesale,2023-07-13
CUST00231,Kavya Desai,,72,Delhi,Telangana,India,Wholesale,2024-09-22
CUST00232,Rohan Agarwal,Female,72,Chennai,Tamil Nadu,India,Corporate,2024-03-23
CUST00233,Aarav Singh,Female,31,Delhi,Karnataka,India,Corporate,2020-06-11
CUST00234,Diya Joshi, male ,18,Bangalore,Delhi,India,Retail,2024-02-25
CUST00235,Meera Agarwal, male ,64,Hyderabad,Delhi,India,Wholesale,2020-01-21
CUST00236,Sneha Gupta,,33,Bangalore,Tamil Nadu,India,Corporate,2023-09-07
CUST00237,Rohan Verma, male ,24,Ahmedabad,Maharashtra,India,Wholesale,2024-01-06
CUST00238,Vivaan Singh,Male,71,Mumbai,Delhi,India,Corporate,2025-08-18
CUST00239,Kavya Gupta,,30,Bangalore,Maharashtra,India,Wholesale,2023-02-03
CUST00240,Neha Patel,Male,33,Mumbai,Karnataka,India,Wholesale,2022-05-25
CUST00241,Sneha Agarwal,Female,28,Pune,Karnataka,India,Retail,2020-12-15
CUST00242,Aarav Joshi,FEMALE,37,Mumbai,Telangana,India,Retail,2020-02-28
CUST00243,Aditya Verma,FEMALE,73,Delhi,Maharashtra,India,Retail,2023-04-17
CUST00244,Yash Singh,FEMALE,47,Chennai,Gujarat,India,Retail,2024-08-25
CUST00245,Neha Kapoor,Female,56,Hyderabad,Telangana,India,Wholesale,2025-04-30
CUST00246,Arjun Singh,FEMALE,67,Mumbai,Delhi,India,Wholesale,2024-10-04
CUST00247,Diya Desai,Female,58,Hyderabad,Gujarat,India,Wholesale,2025-01-04
CUST00248,Isha Shah, male ,29,Hyderabad,Maharashtra,India,Wholesale,2023-01-10
CUST00249,Rahul Desai,,59,Mumbai,Telangana,India,Wholesale,2023-11-26
CUST00250,Sneha Verma,,51,Delhi,Maharashtra,India,Wholesale,2020-06-29
CUST00251,Nidhi Joshi,Female,72,Chennai,Maharashtra,India,Corporate,2021-05-19
CUST00252,Diya Agarwal,Male,46,Mumbai,Maharashtra,India,Retail,2022-09-17
CUST00253,Yash Verma,Female,24,Hyderabad,Karnataka,India,Wholesale,2021-03-30
CUST00254,Aarav Joshi,,32,Ahmedabad,Telangana,India,Wholesale,2021-03-29
CUST00255,Aarav Mehta, male ,20,Bangalore,Tamil Nadu,India,Wholesale,2020-05-14
CUST00256,Rahul Gupta,Male,23,Hyderabad,Telangana,India,Wholesale,2024-09-22
CUST00257,Yash Shah,,65,Ahmedabad,Telangana,India,Wholesale,2023-07-12
CUST00258,Rohan Singh,Female,68,Mumbai,Delhi,India,Retail,2025-09-23
CUST00259,Arjun Joshi, male ,30,Ahmedabad,Telangana,India,Retail,2020-12-11
CUST00260,Arjun Shah,,38,Pune,Karnataka,India,Corporate,2022-01-04
CUST00261,Sneha Patel,,44,Surat,Karnataka,India,Corporate,2025-08-01
CUST00262,Ananya Gupta,,29,Pune,Gujarat,India,Corporate,2022-03-03
CUST00263,Rohan Joshi,FEMALE,70,Mumbai,Telangana,India,Retail,2023-03-11
CUST00264,Meera Shah,FEMALE,31,Pune,Maharashtra,India,Retail,2023-08-30
CUST00265,Ananya Agarwal,Female,55,Pune,Tamil Nadu,India,Retail,2024-05-13
CUST00266,Diya Shah,,42,Chennai,Maharashtra,India,Wholesale,2022-01-05
CUST00267,Diya Shah,,68,Chennai,Tamil Nadu,India,Wholesale,2025-07-22
CUST00268,Neha Joshi,Male,35,Hyderabad,Delhi,India,Retail,2023-06-21
CUST00269,Kavya Kapoor,,69,Hyderabad,Maharashtra,India,Corporate,2020-07-01
CUST00270,Priya Patel,,42,Surat,Delhi,India,Retail,2021-12-19
CUST00271,Aditya Shah,,23,Surat,Maharashtra,India,Retail,2020-09-22
CUST00272,Arjun Kapoor,Male,72,Ahmedabad,Maharashtra,India,Corporate,2023-12-14
CUST00273,Isha Gupta,Male,19,Pune,Delhi,India,Wholesale,2022-12-07
CUST00274,Yash Mehta,Male,36,Mumbai,Maharashtra,India,Corporate,2024-09-25
CUST00275,Isha Patel,Female,68,Mumbai,Tamil Nadu,India,Retail,2025-02-13
CUST00276,Meera Desai,Male,43,Delhi,Telangana,India,Wholesale,2020-12-07
CUST00277,Priya Patel,,74,Bangalore,Maharashtra,India,Corporate,2022-05-06
CUST00278,Meera Mehta,FEMALE,53,Chennai,Karnataka,India,Retail,2024-08-17
CUST00279,Aditya Mehta, male ,30,Delhi,Tamil Nadu,India,Wholesale,2021-05-04
CUST00280,Diya Joshi,,41,Mumbai,Karnataka,India,Wholesale,2024-02-08
CUST00281,Meera Mehta,,50,Chennai,Delhi,India,Wholesale,2023-03-17
CUST00282,Isha Joshi,,72,Delhi,Delhi,India,Corporate,2023-06-27
CUST00283,Aditya Patel,Male,51,Pune,Tamil Nadu,India,Wholesale,2020-02-06
CUST00284,Arjun Singh,Female,22,Pune,Maharashtra,India,Retail,2025-09-15
CUST00285,Isha Joshi, male ,40,Bangalore,Maharashtra,India,Wholesale,2025-02-07
CUST00286,Vivaan Agarwal, male ,38,Chennai,Gujarat,India,Corporate,2023-01-30
CUST00287,Rahul Joshi, male ,39,Hyderabad,Tamil Nadu,India,Retail,2025-02-16
CUST00288,Kavya Singh, male ,56,Delhi,Telangana,India,Corporate,2021-01-04
CUST00289,Diya Gupta,FEMALE,53,Ahmedabad,Karnataka,India,Retail,2022-08-07
CUST00290,Aarav Mehta, male ,65,Hyderabad,Gujarat,India,Retail,2022-07-14
CUST00291,Kavya Joshi,Female,36,Pune,Karnataka,India,Wholesale,2024-01-30
CUST00292,Rahul Verma,Male,57,Bangalore,Karnataka,India,Wholesale,2021-07-20
CUST00293,Rahul Kapoor,,71,Ahmedabad,Maharashtra,India,Wholesale,2023-07-07
CUST00294,Vivaan Verma,Female,49,Ahmedabad,Karnataka,India,Corporate,2021-12-15
CUST00295,Aditya Mehta,,49,Bangalore,Karnataka,India,Retail,2024-02-22
CUST00296,Yash Patel,,38,Bangalore,Tamil Nadu,India,Retail,2024-06-11
CUST00297,Diya Desai,Female,70,Bangalore,Karnataka,India,Corporate,2025-06-20
CUST00298,Aditya Kapoor, male ,19,Delhi,Tamil Nadu,India,Wholesale,2022-10-30
CUST00299,Rahul Verma,Male,54,Ahmedabad,Maharashtra,India,Corporate,2022-11-12
CUST00300,Meera Agarwal,FEMALE,62,Mumbai,Tamil Nadu,India,Retail,2022-05-14
CUST00301,Sneha Shah,Female,36,Hyderabad,Delhi,India,Wholesale,2022-11-02
CUST00302,Rahul Shah,FEMALE,42,Mumbai,Gujarat,India,Wholesale,2024-02-02
CUST00303,Dhruvi Patel,,72,Pune,Gujarat,India,Retail,2020-09-09
CUST00304,Diya Joshi,FEMALE,41,Delhi,Delhi,India,Retail,2024-09-13
CUST00305,Aarav Desai,,54,Delhi,Telangana,India,Corporate,2021-11-26
CUST00306,Vivaan Mehta,FEMALE,45,Chennai,Karnataka,India,Corporate,2025-10-11
